   10000301  7.36E-08     0.644     0.000     0.000     0.000 100000
 REAC,CROSS(mb),B. MOM,  A1,    A2,    A3, # EVENTS
   2    0.1800    0.0008    0.0284614
      95700       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1765    0.0008    0.6172 14
   2   -0.1765   -0.0008    0.0273614
      95701       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1797    0.0005    0.6161 14
   2   -0.1797   -0.0005    0.0283614
      95702       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1774   -0.0008    0.6169 14
   2   -0.1774    0.0008    0.0276614
      95703       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1775    0.0002    0.6169 14
   2   -0.1775   -0.0002    0.0276614
      95704       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1789   -0.0005    0.6164 14
   2   -0.1789    0.0005    0.0280614
      95705       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1805    0.0006    0.6159 14
   2    0.1805   -0.0006    0.0285614
      95706       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1814   -0.0002    0.6156 14
   2   -0.1814    0.0002    0.0288614
      95707       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1793   -0.0006    0.6163 14
   2   -0.1793    0.0006    0.0282614
      95708       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1778   -0.0005    0.6168 14
   2   -0.1778    0.0005    0.0277614
      95709       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1802    0.0005    0.6160 14
   2   -0.1802   -0.0005    0.0285614
      95710       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1762    0.0006    0.6173 14
   2   -0.1762   -0.0006    0.0272614
      95711       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1764    0.0008    0.6172 14
   2   -0.1764   -0.0008    0.0272614
      95712       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1801   -0.0001    0.6160 14
   2   -0.1801    0.0001    0.0284614
      95713       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1803   -0.0003    0.6160 14
   2   -0.1803    0.0003    0.0285614
      95714       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1808    0.0007    0.6158 14
   2   -0.1808   -0.0007    0.0286614
      95715       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1761   -0.0007    0.6173 14
   2   -0.1761    0.0007    0.0271614
      95716       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1761    0.0001    0.6173 14
   2   -0.1761   -0.0001    0.0271614
      95717       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1767   -0.0001    0.6171 14
   2   -0.1767    0.0001    0.0273614
      95718       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1761    0.0006    0.6173 14
   2   -0.1761   -0.0006    0.0271614
      95719       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1813    0.0009    0.6156 14
   2   -0.1813   -0.0009    0.0288614
      95720       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1784   -0.0001    0.6166 14
   2   -0.1784    0.0001    0.0279614
      95721       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1785   -0.0003    0.6165 14
   2   -0.1785    0.0003    0.0279614
      95722       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1804    0.0007    0.6159 14
   2   -0.1804   -0.0007    0.0285614
      95723       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1795    0.0002    0.6162 14
   2   -0.1795   -0.0002    0.0282614
      95724       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1771   -0.0001    0.6170 14
   2   -0.1771    0.0001    0.0275614
      95725       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1794   -0.0007    0.6162 14
   2   -0.1794    0.0007    0.0282614
      95726       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1820   -0.0002    0.6154 14
   2   -0.1820    0.0002    0.0291614
      95727       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1804   -0.0004    0.6159 14
   2   -0.1804    0.0004    0.0285614
      95728       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1812    0.0008    0.6157 14
   2   -0.1812   -0.0008    0.0288614
      95729       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1785   -0.0006    0.6166 14
   2   -0.1785    0.0006    0.0279614
      95730       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1798   -0.0000    0.6161 14
   2   -0.1798    0.0000    0.0283614
      95731       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1785   -0.0001    0.6165 14
   2   -0.1785    0.0001    0.0279614
      95732       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1760    0.0008    0.6173 14
   2   -0.1760   -0.0008    0.0271614
      95733       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1793   -0.0001    0.6163 14
   2   -0.1793    0.0001    0.0282614
      95734       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1800    0.0001    0.6160 14
   2   -0.1800   -0.0001    0.0284614
      95735       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1798    0.0007    0.6161 14
   2   -0.1798   -0.0007    0.0283614
      95736       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1801   -0.0001    0.6160 14
   2    0.1801    0.0001    0.0284614
      95737       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1814   -0.0009    0.6156 14
   2   -0.1814    0.0009    0.0288614
      95738       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1769   -0.0004    0.6170 14
   2   -0.1769    0.0004    0.0274614
      95739       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1785   -0.0001    0.6165 14
   2    0.1785    0.0001    0.0279614
      95740       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1776   -0.0009    0.6168 14
   2   -0.1776    0.0009    0.0276614
      95741       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1807    0.0000    0.6158 14
   2    0.1807   -0.0000    0.0286614
      95742       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1820    0.0004    0.6154 14
   2   -0.1820   -0.0004    0.0290614
      95743       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1776    0.0008    0.6168 14
   2   -0.1776   -0.0008    0.0276614
      95744       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1778    0.0006    0.6168 14
   2   -0.1778   -0.0006    0.0277614
      95745       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1767    0.0003    0.6171 14
   2   -0.1767   -0.0003    0.0273614
      95746       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1767    0.0004    0.6171 14
   2    0.1767   -0.0004    0.0273614
      95747       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1771   -0.0006    0.6170 14
   2    0.1771    0.0006    0.0275614
      95748       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1817   -0.0005    0.6155 14
   2   -0.1817    0.0005    0.0289614
      95749       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1786   -0.0005    0.6165 14
   2   -0.1786    0.0005    0.0279614
      95750       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1770   -0.0007    0.6170 14
   2   -0.1770    0.0007    0.0274614
      95751       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1774    0.0005    0.6169 14
   2   -0.1774   -0.0005    0.0275614
      95752       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1761    0.0007    0.6173 14
   2   -0.1761   -0.0007    0.0271614
      95753       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1765    0.0001    0.6172 14
   2   -0.1765   -0.0001    0.0273614
      95754       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1788    0.0004    0.6165 14
   2   -0.1788   -0.0004    0.0280614
      95755       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1814   -0.0000    0.6156 14
   2   -0.1814    0.0000    0.0288614
      95756       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1787   -0.0006    0.6165 14
   2   -0.1787    0.0006    0.0280614
      95757       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1762   -0.0001    0.6173 14
   2   -0.1762    0.0001    0.0272614
      95758       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1820    0.0005    0.6154 14
   2   -0.1820   -0.0005    0.0290614
      95759       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1810   -0.0006    0.6157 14
   2    0.1810    0.0006    0.0287614
      95760       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1798   -0.0001    0.6161 14
   2   -0.1798    0.0001    0.0283614
      95761       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1815    0.0003    0.6156 14
   2   -0.1815   -0.0003    0.0289614
      95762       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1810   -0.0001    0.6157 14
   2   -0.1810    0.0001    0.0287614
      95763       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1812   -0.0009    0.6157 14
   2   -0.1812    0.0009    0.0288614
      95764       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1762   -0.0002    0.6173 14
   2   -0.1762    0.0002    0.0272614
      95765       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1772    0.0006    0.6169 14
   2   -0.1772   -0.0006    0.0275614
      95766       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1763    0.0004    0.6172 14
   2   -0.1763   -0.0004    0.0272614
      95767       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1780    0.0000    0.6167 14
   2   -0.1780   -0.0000    0.0277614
      95768       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1789   -0.0001    0.6164 14
   2   -0.1789    0.0001    0.0280614
      95769       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1760   -0.0004    0.6173 14
   2    0.1760    0.0004    0.0271614
      95770       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1811   -0.0001    0.6157 14
   2   -0.1811    0.0001    0.0287614
      95771       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1772   -0.0004    0.6170 14
   2   -0.1772    0.0004    0.0275614
      95772       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1790   -0.0005    0.6164 14
   2   -0.1790    0.0005    0.0281614
      95773       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1775   -0.0005    0.6169 14
   2   -0.1775    0.0005    0.0276614
      95774       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1783   -0.0002    0.6166 14
   2   -0.1783    0.0002    0.0278614
      95775       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1771    0.0000    0.6170 14
   2   -0.1771   -0.0000    0.0275614
      95776       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1785    0.0008    0.6165 14
   2   -0.1785   -0.0008    0.0279614
      95777       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1813    0.0007    0.6156 14
   2   -0.1813   -0.0007    0.0288614
      95778       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1811    0.0006    0.6157 14
   2   -0.1811   -0.0006    0.0287614
      95779       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1790   -0.0006    0.6164 14
   2   -0.1790    0.0006    0.0281614
      95780       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1803   -0.0009    0.6159 14
   2   -0.1803    0.0009    0.0285614
      95781       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1805    0.0001    0.6159 14
   2   -0.1805   -0.0001    0.0285614
      95782       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1784   -0.0007    0.6166 14
   2    0.1784    0.0007    0.0279614
      95783       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1791    0.0006    0.6163 14
   2   -0.1791   -0.0006    0.0281614
      95784       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1778   -0.0003    0.6168 14
   2   -0.1778    0.0003    0.0277614
      95785       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1778   -0.0008    0.6168 14
   2   -0.1778    0.0008    0.0277614
      95786       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1817   -0.0001    0.6155 14
   2   -0.1817    0.0001    0.0289614
      95787       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1787    0.0006    0.6165 14
   2   -0.1787   -0.0006    0.0280614
      95788       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1770    0.0000    0.6170 14
   2   -0.1770   -0.0000    0.0274614
      95789       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1791    0.0005    0.6164 14
   2   -0.1791   -0.0005    0.0281614
      95790       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1813    0.0002    0.6156 14
   2   -0.1813   -0.0002    0.0288614
      95791       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1820   -0.0006    0.6154 14
   2   -0.1820    0.0006    0.0290614
      95792       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1801   -0.0007    0.6160 14
   2   -0.1801    0.0007    0.0284614
      95793       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1792   -0.0002    0.6163 14
   2   -0.1792    0.0002    0.0281614
      95794       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1777    0.0004    0.6168 14
   2   -0.1777   -0.0004    0.0276614
      95795       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1805   -0.0006    0.6159 14
   2   -0.1805    0.0006    0.0286614
      95796       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1765   -0.0006    0.6172 14
   2   -0.1765    0.0006    0.0273614
      95797       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1803   -0.0006    0.6160 14
   2   -0.1803    0.0006    0.0285614
      95798       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1786    0.0008    0.6165 14
   2   -0.1786   -0.0008    0.0279614
      95799       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1781   -0.0004    0.6167 14
   2   -0.1781    0.0004    0.0278614
      95800       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1812    0.0007    0.6157 14
   2   -0.1812   -0.0007    0.0288614
      95801       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1783    0.0002    0.6166 14
   2   -0.1783   -0.0002    0.0278614
      95802       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1809    0.0009    0.6158 14
   2   -0.1809   -0.0009    0.0287614
      95803       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1799    0.0005    0.6161 14
   2   -0.1799   -0.0005    0.0283614
      95804       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1776    0.0006    0.6168 14
   2   -0.1776   -0.0006    0.0276614
      95805       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1800    0.0005    0.6161 14
   2   -0.1800   -0.0005    0.0284614
      95806       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1816    0.0001    0.6155 14
   2    0.1816   -0.0001    0.0289614
      95807       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1760   -0.0003    0.6173 14
   2    0.1760    0.0003    0.0271614
      95808       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1805   -0.0003    0.6159 14
   2   -0.1805    0.0003    0.0285614
      95809       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1784   -0.0004    0.6166 14
   2   -0.1784    0.0004    0.0279614
      95810       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1772   -0.0005    0.6169 14
   2   -0.1772    0.0005    0.0275614
      95811       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1804   -0.0001    0.6159 14
   2   -0.1804    0.0001    0.0285614
      95812       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1769    0.0007    0.6171 14
   2   -0.1769   -0.0007    0.0274614
      95813       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1770   -0.0001    0.6170 14
   2    0.1770    0.0001    0.0274614
      95814       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1794    0.0007    0.6162 14
   2   -0.1794   -0.0007    0.0282614
      95815       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1777    0.0001    0.6168 14
   2   -0.1777   -0.0001    0.0276614
      95816       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1763   -0.0003    0.6172 14
   2   -0.1763    0.0003    0.0272614
      95817       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1777   -0.0007    0.6168 14
   2   -0.1777    0.0007    0.0276614
      95818       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1783   -0.0003    0.6166 14
   2   -0.1783    0.0003    0.0278614
      95819       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1786    0.0001    0.6165 14
   2   -0.1786   -0.0001    0.0279614
      95820       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1790    0.0007    0.6164 14
   2   -0.1790   -0.0007    0.0281614
      95821       301         2    0.6444 1.000E+00 1.000E+00
